player,date,opponent,innings_pitched,actual_strikeouts,predicted_strikeouts,opponent_k_rate,recent_k9
Tyler Alexander,Aug 18,ARI,5.666666666666667,5,4.13,0.201,9.0
Tyler Alexander,Aug 23,LAD,4.333333333333333,1,1.82,0.214,7.17
Tyler Alexander,Aug 28,SEA,4.333333333333333,4,4.91,0.268,6.94
Tyler Alexander,Sep 4,MIN,3.6666666666666665,2,2.48,0.213,5.96
Tyler Alexander,Sep 9,PHI,4.333333333333333,1,1.7,0.222,5.24
Tyler Alexander,Sep 14,CLE,5.0,2,2.39,0.202,4.15
Tyler Alexander,Sep 20,TOR,4.333333333333333,6,4.57,0.204,6.23
Tyler Alexander,Sep 26,DET,5.0,6,5.07,0.243,6.85
Bryse Wilson,Mar 30,NYM,0.3333333333333333,0,0.31,0.224,0.0
Bryse Wilson,Apr 3,MIN,1.6666666666666665,2,1.57,0.213,9.0
Bryse Wilson,Apr 6,SEA,2.6666666666666665,5,3.69,0.268,13.5
Bryse Wilson,Apr 8,CIN,1.0,2,1.59,0.244,14.29
Bryse Wilson,Apr 10,CIN,3.0,1,1.48,0.244,10.38
Bryse Wilson,Apr 17,SDP,3.6666666666666665,2,1.93,0.177,9.0
Bryse Wilson,Apr 20,STL,1.3333333333333333,0,0.39,0.216,7.71
Bryse Wilson,Apr 24,PIT,4.333333333333333,3,2.67,0.248,5.4
Bryse Wilson,Apr 29,TBR,6.0,6,4.03,0.247,5.89
Bryse Wilson,May 6,KCR,6.0,6,5.42,0.194,7.17
Bryse Wilson,May 12,STL,4.0,1,1.14,0.216,6.65
Bryse Wilson,May 18,HOU,4.666666666666667,3,3.49,0.193,6.84
Bryse Wilson,May 24,BOS,5.333333333333333,7,6.24,0.254,7.96
Bryse Wilson,May 29,CHC,4.0,1,1.13,0.223,6.75
Bryse Wilson,Jun 3,PHI,5.666666666666667,1,2.35,0.222,4.94
Bryse Wilson,Jun 9,DET,4.333333333333333,4,2.96,0.243,6.0
Bryse Wilson,Jun 15,CIN,5.333333333333333,6,5.14,0.244,6.93
Bryse Wilson,Jun 20,SDP,4.666666666666667,5,4.01,0.177,6.38
Bryse Wilson,Jun 25,TEX,6.0,4,4.41,0.212,6.92
Bryse Wilson,Jul 1,COL,4.0,3,2.94,0.268,8.14
Bryse Wilson,Jul 6,LAD,3.0,1,1.53,0.214,7.43
Bryse Wilson,Jul 9,PIT,1.0,2,1.15,0.248,7.23
Bryse Wilson,Jul 12,WSN,1.0,1,1.15,0.204,6.6
Bryse Wilson,Jul 21,MIN,1.0,1,0.86,0.213,7.2
Bryse Wilson,Jul 24,CHC,4.0,3,1.3,0.223,7.2
Bryse Wilson,Jul 29,ATL,1.0,0,0.48,0.241,7.88
Bryse Wilson,Jul 30,ATL,2.0,3,2.18,0.241,8.0
Bryse Wilson,Aug 3,WSN,3.0,0,1.81,0.204,5.73
Bryse Wilson,Aug 8,ATL,2.3333333333333335,3,2.48,0.241,6.57
Bryse Wilson,Aug 12,LAD,2.0,3,2.26,0.214,7.84
Bryse Wilson,Aug 16,CLE,0.3333333333333333,0,0.6,0.202,8.38
Bryse Wilson,Aug 22,STL,1.3333333333333333,0,0.54,0.216,6.0
Bryse Wilson,Aug 24,OAK,1.0,1,1.15,0.249,9.0
Bryse Wilson,Sep 1,CIN,3.6666666666666665,2,1.9,0.244,6.48
Blake Snell,Apr 8,WSN,3.0,5,4.81,0.204,15.0
Blake Snell,Apr 14,TBR,4.0,4,6.53,0.247,11.57
Blake Snell,Apr 19,ARI,4.666666666666667,3,3.97,0.201,9.26
Blake Snell,May 22,PIT,3.3333333333333335,5,5.42,0.248,10.2
Blake Snell,May 27,PHI,4.0,7,6.73,0.222,11.37
Blake Snell,Jun 2,NYY,4.666666666666667,7,6.22,0.212,11.32
Blake Snell,Jul 9,TOR,5.0,3,4.11,0.204,10.38
Blake Snell,Jul 14,MIN,7.0,8,8.12,0.213,11.25
Blake Snell,Jul 22,LAD,6.0,4,6.19,0.214,9.79
Blake Snell,Jul 27(1),COL,6.0,15,13.67,0.268,11.62
Blake Snell,Aug 2,CIN,9.0,11,11.12,0.244,11.18
Blake Snell,Aug 7,WSN,6.0,8,7.96,0.204,12.18
Blake Snell,Aug 12,ATL,6.333333333333333,11,11.14,0.241,13.23
Blake Snell,Aug 18,OAK,7.0,10,9.66,0.249,14.42
Blake Snell,Aug 24,SEA,3.0,5,6.38,0.268,12.93
Blake Snell,Aug 30,MIA,7.0,8,9.68,0.233,12.89
Blake Snell,Sep 5,ARI,1.0,2,4.38,0.201,13.32
Blake Snell,Sep 11,MIL,5.0,8,7.26,0.237,12.91
Blake Snell,Sep 17,BAL,6.0,12,10.91,0.22,14.32
Blake Snell,Sep 22,KCR,6.0,9,8.73,0.194,14.04
Carlos Carrasco,Mar 31,OAK,5.0,3,3.01,0.249,5.4
Carlos Carrasco,Apr 6,MIN,3.0,6,4.37,0.213,10.12
Carlos Carrasco,Apr 13(1),NYY,4.666666666666667,2,2.64,0.212,7.82
Carlos Carrasco,Apr 18,BOS,5.666666666666667,5,5.25,0.254,7.85
Carlos Carrasco,Apr 24,BOS,5.0,4,4.04,0.254,7.71
Carlos Carrasco,Apr 30,HOU,4.0,3,3.49,0.193,8.06
Carlos Carrasco,May 5,LAA,6.0,3,3.98,0.237,6.04
Carlos Carrasco,May 10,CHW,7.0,5,5.03,0.239,6.51
Carlos Carrasco,May 15,TEX,5.0,3,2.44,0.212,6.0
Carlos Carrasco,Jun 2,WSN,4.0,5,4.24,0.204,6.58
Carlos Carrasco,Jun 9,MIA,4.666666666666667,3,3.06,0.233,6.41
Carlos Carrasco,Jun 15,TOR,5.0,2,2.9,0.204,6.31
Carlos Carrasco,Jun 21,TOR,6.0,7,5.74,0.204,7.3
Carlos Carrasco,Jun 26,BAL,5.0,3,3.51,0.22,7.3
Carlos Carrasco,Jul 2,CHW,6.0,7,6.34,0.239,7.43
Carlos Carrasco,Jul 7,SFG,5.0,4,3.28,0.24,7.67
Carlos Carrasco,Jul 12,TBR,5.0,3,3.31,0.247,8.0
Carlos Carrasco,Jul 22,DET,5.333333333333333,6,4.16,0.243,7.86
Carlos Carrasco,Jul 27,PHI,3.6666666666666665,5,4.51,0.222,9.0
Carlos Carrasco,Aug 2,BAL,4.333333333333333,5,4.74,0.22,8.87
Carlos Carrasco,Aug 7(2),ARI,4.333333333333333,5,4.68,0.201,9.53
Bowden Francis,Apr 1,HOU,5.333333333333333,7,5.21,0.193,11.81
Bowden Francis,Apr 7,NYY,3.0,5,4.2,0.212,12.96
Bowden Francis,Apr 13,COL,2.3333333333333335,3,2.86,0.268,12.66
Bowden Francis,Apr 19,SDP,2.0,2,1.99,0.177,12.08
Bowden Francis,Apr 24,KCR,2.0,0,0.9,0.194,10.43
Bowden Francis,Jun 4,BAL,3.3333333333333335,2,2.87,0.22,8.53
Bowden Francis,Jun 9,OAK,4.0,3,3.2,0.249,6.59
Bowden Francis,Jun 15,CLE,4.0,2,2.44,0.202,5.28
Bowden Francis,Jun 19,BOS,1.0,0,1.44,0.254,4.4
Bowden Francis,Jun 21,CLE,3.6666666666666665,4,2.5,0.202,6.19
Bowden Francis,Jun 27,NYY,1.0,1,0.83,0.212,6.59
Bowden Francis,Jun 28,NYY,1.0,0,0.32,0.212,5.91
Bowden Francis,Jun 30,NYY,1.0,0,0.32,0.212,5.87
Bowden Francis,Jul 3,HOU,2.0,2,0.77,0.193,7.27
Bowden Francis,Jul 10,SFG,1.0,2,1.88,0.24,7.5
Bowden Francis,Jul 13,ARI,2.0,1,0.81,0.201,6.43
Bowden Francis,Jul 29(2),BAL,5.666666666666667,2,3.59,0.22,5.4
Bowden Francis,Aug 4,NYY,0.3333333333333333,0,0.24,0.212,5.73
Bowden Francis,Aug 7,BAL,5.0,7,5.19,0.22,7.71
Bowden Francis,Aug 12,LAA,7.0,8,6.89,0.237,8.1
Bowden Francis,Aug 18,CHC,7.0,7,6.56,0.223,8.64
Bowden Francis,Aug 24,LAA,8.0,12,4.73,0.237,11.2
Bowden Francis,Aug 29,BOS,7.0,5,5.57,0.254,10.32
Bowden Francis,Sep 4,PHI,6.0,6,5.64,0.222,9.77
Bowden Francis,Sep 11,NYM,8.0,1,3.42,0.224,7.75
Bowden Francis,Sep 18,TEX,6.0,6,5.5,0.212,7.71
Bowden Francis,Sep 24,BOS,5.0,4,3.89,0.254,6.19
Jon Gray,Mar 31,CHC,3.6666666666666665,2,2.11,0.223,4.91
Jon Gray,Apr 6,HOU,3.6666666666666665,3,2.58,0.193,6.14
Jon Gray,Apr 11,OAK,5.0,9,8.23,0.249,10.22
Jon Gray,Apr 16,DET,6.0,7,6.6,0.243,10.31
Jon Gray,Apr 20,ATL,1.6666666666666665,4,4.11,0.241,11.25
Jon Gray,Apr 24,SEA,4.666666666666667,7,6.81,0.268,12.86
Jon Gray,Apr 30,WSN,8.0,3,3.96,0.204,10.66
Jon Gray,May 5,KCR,7.0,7,5.65,0.194,9.22
Jon Gray,May 10,COL,6.0,7,7.53,0.268,9.22
Jon Gray,May 15,CLE,6.333333333333333,3,3.52,0.202,7.59
Jon Gray,May 21,PHI,5.0,4,4.11,0.222,6.68
Jon Gray,Jun 8,SFG,2.3333333333333335,4,3.77,0.24,8.44
Jon Gray,Jun 12,LAD,3.0,3,3.36,0.214,8.34
Jon Gray,Jun 17,NYM,3.0,2,2.5,0.224,7.32
Jon Gray,Jun 22,KCR,6.0,3,3.59,0.194,7.45
Jon Gray,Jun 27,BAL,5.0,1,3.84,0.22,6.05
Jon Gray,Jul 3,SDP,4.0,2,2.29,0.177,4.71
Jon Gray,Jul 8,LAA,5.0,2,3.89,0.237,3.91
Jon Gray,Jul 19,BAL,1.0,0,0.77,0.22,3.43
Jon Gray,Jul 23,CHW,7.666666666666667,5,3.87,0.239,3.97
Jon Gray,Aug 20,PIT,2.0,2,3.12,0.248,5.03
Jon Gray,Aug 24,CLE,2.0,1,1.81,0.202,5.09
Jon Gray,Aug 30,OAK,4.666666666666667,5,5.55,0.249,6.75
Casey Mize,Apr 4(1),NYM,4.333333333333333,4,7.39,0.224,8.31
Casey Mize,Apr 9,PIT,5.0,2,3.44,0.248,5.79
Casey Mize,Apr 16,TEX,6.0,6,5.34,0.212,7.04
Casey Mize,Apr 21,MIN,6.0,4,4.53,0.213,6.75
Casey Mize,Apr 27,KCR,5.0,2,2.06,0.194,6.15
Casey Mize,May 4,NYY,5.333333333333333,6,4.65,0.212,6.59
Casey Mize,May 10,HOU,6.0,2,2.79,0.193,6.35
Casey Mize,May 15,MIA,6.0,6,4.84,0.233,6.35
Casey Mize,May 21,KCR,1.6666666666666665,2,2.59,0.194,6.75
Casey Mize,May 26,TOR,4.333333333333333,0,1.6,0.204,6.17
Casey Mize,Jun 2,BOS,4.0,4,3.4,0.254,5.73
Casey Mize,Jun 8,MIL,5.333333333333333,1,2.31,0.237,5.48
Casey Mize,Jun 13,WSN,6.0,4,3.61,0.204,4.64
Casey Mize,Jun 18,ATL,4.0,3,2.69,0.241,4.56
Casey Mize,Jun 24,PHI,4.333333333333333,10,7.38,0.222,8.37
Casey Mize,Jun 30,LAA,5.333333333333333,2,3.61,0.237,7.2
Casey Mize,Aug 30,BOS,6.0,4,4.09,0.254,8.06
Casey Mize,Sep 5,SDP,5.333333333333333,2,2.6,0.177,7.56
Casey Mize,Sep 11,COL,4.666666666666667,7,7.3,0.268,8.77
Casey Mize,Sep 17,KCR,4.333333333333333,3,2.61,0.194,6.31
Casey Mize,Sep 26,TBR,2.0,4,3.84,0.247,8.06
Casey Mize,Sep 29,CHW,1.3333333333333333,0,1.98,0.239,8.15
James Paxton,Apr 1,SFG,5.0,5,4.15,0.24,9.0
James Paxton,Apr 8,MIN,6.0,4,3.01,0.213,7.36
James Paxton,Apr 14,SDP,5.0,1,1.54,0.177,5.62
James Paxton,Apr 23,WSN,4.666666666666667,1,1.68,0.204,4.79
James Paxton,Apr 29,ARI,5.0,4,3.22,0.201,5.26
James Paxton,May 5,ATL,6.666666666666667,3,3.59,0.241,4.28
James Paxton,May 11,SDP,6.0,4,3.11,0.177,4.28
James Paxton,May 17,CIN,6.0,2,2.58,0.244,4.45
James Paxton,May 24,CIN,4.666666666666667,4,2.6,0.244,5.4
James Paxton,May 29,NYM,3.0,3,2.5,0.224,5.47
James Paxton,Jun 5,PIT,1.6666666666666665,2,1.94,0.248,6.33
James Paxton,Jun 11,TEX,6.0,2,2.1,0.212,5.48
James Paxton,Jun 17,COL,7.0,8,6.08,0.268,7.66
James Paxton,Jun 24,CHW,5.0,6,5.08,0.239,8.34
James Paxton,Jun 30,SFG,4.0,4,3.9,0.24,8.37
James Paxton,Jul 6,MIL,5.0,3,2.49,0.237,7.67
James Paxton,Jul 12,DET,3.6666666666666665,1,2.14,0.243,8.03
James Paxton,Jul 21,BOS,5.0,7,4.73,0.254,8.34
James Paxton,Jul 30,SEA,4.333333333333333,5,4.33,0.268,8.18
James Paxton,Aug 5,KCR,6.0,4,3.35,0.194,7.5
James Paxton,Aug 11,HOU,0.6666666666666666,0,0.76,0.193,7.78
Joe Musgrove,Mar 21,LAD,2.6666666666666665,2,3.77,0.214,6.75
Joe Musgrove,Mar 29,SFG,5.666666666666667,3,5.69,0.24,5.4
Joe Musgrove,Apr 3,STL,6.0,7,6.24,0.216,7.53
Joe Musgrove,Apr 9,CHC,4.0,5,5.19,0.223,8.35
Joe Musgrove,Apr 15,MIL,6.0,3,4.45,0.237,7.4
Joe Musgrove,Apr 21,TOR,7.0,3,5.71,0.204,6.59
Joe Musgrove,Apr 26,PHI,3.6666666666666665,4,4.17,0.222,7.42
Joe Musgrove,May 1,CIN,6.0,9,7.88,0.244,8.1
Joe Musgrove,May 21,CIN,3.0,3,4.15,0.244,7.71
Joe Musgrove,May 26,NYY,5.333333333333333,5,5.65,0.212,8.64
Joe Musgrove,Aug 12,PIT,4.333333333333333,1,3.07,0.248,8.87
Joe Musgrove,Aug 18,COL,4.333333333333333,6,4.42,0.268,9.39
Joe Musgrove,Aug 23,NYM,7.0,9,7.91,0.224,9.0
Joe Musgrove,Aug 28,STL,6.0,3,4.45,0.216,8.0
Joe Musgrove,Sep 2,DET,6.0,8,7.63,0.243,8.78
Joe Musgrove,Sep 8,SFG,4.333333333333333,7,6.16,0.24,10.73
Joe Musgrove,Sep 14,SFG,6.0,8,7.23,0.24,10.74
Joe Musgrove,Sep 20,CHW,6.0,9,8.54,0.239,11.12
Joe Musgrove,Sep 26,LAD,6.333333333333333,6,6.36,0.214,11.93
Cooper Criswell,Apr 13,LAA,4.0,4,3.67,0.237,9.0
Cooper Criswell,Apr 18,CLE,2.3333333333333335,0,0.54,0.202,5.68
Cooper Criswell,Apr 24,CLE,5.0,3,2.81,0.202,5.56
Cooper Criswell,Apr 30,SFG,5.0,4,3.62,0.24,6.06
Cooper Criswell,May 5,MIN,4.333333333333333,5,4.46,0.213,6.97
Cooper Criswell,May 11,WSN,5.0,9,6.54,0.204,8.72
Cooper Criswell,May 16,TBR,3.6666666666666665,3,3.54,0.247,9.39
Cooper Criswell,May 21,TBR,5.333333333333333,6,5.32,0.247,10.41
Cooper Criswell,May 27,BAL,4.0,2,3.46,0.22,10.07
Cooper Criswell,Jun 1,DET,5.0,5,3.91,0.243,9.78
Cooper Criswell,Jun 7,CHW,4.333333333333333,2,2.56,0.239,7.25
Cooper Criswell,Jun 15,NYY,4.0,6,3.9,0.212,8.34
Cooper Criswell,Jul 12,KCR,6.0,1,2.1,0.194,6.17
Cooper Criswell,Jul 23,COL,7.0,4,3.66,0.268,6.15
Cooper Criswell,Jul 28,NYY,1.0,1,1.05,0.212,5.64
Cooper Criswell,Jul 30,SEA,3.0,0,0.57,0.268,5.14
Cooper Criswell,Aug 3,TEX,2.0,0,1.31,0.212,2.84
Cooper Criswell,Aug 5,KCR,0.6666666666666666,1,1.19,0.194,3.95
Cooper Criswell,Aug 16,BAL,3.3333333333333335,1,1.05,0.22,2.7
Cooper Criswell,Aug 21,HOU,4.666666666666667,4,3.35,0.193,3.95
Cooper Criswell,Aug 27,TOR,3.3333333333333335,0,1.01,0.204,3.86
Cooper Criswell,Sep 1,DET,4.0,5,4.38,0.243,6.19
Cooper Criswell,Sep 7,CHW,5.0,0,1.21,0.239,4.43
Cooper Criswell,Sep 12,NYY,5.333333333333333,4,3.89,0.212,5.24
Cooper Criswell,Sep 18,TBR,1.0,2,1.47,0.247,5.3
Cooper Criswell,Sep 20,MIN,1.0,1,1.36,0.213,6.61
Keider Montero,May 29(2),PIT,4.333333333333333,5,3.96,0.248,10.38
Keider Montero,Jun 26,PHI,4.333333333333333,6,4.3,0.222,11.42
Keider Montero,Jul 3,MIN,6.333333333333333,4,4.41,0.213,9.0
Keider Montero,Jul 8,CLE,6.333333333333333,4,4.13,0.202,8.02
Keider Montero,Jul 13,LAD,5.0,4,4.29,0.214,7.86
Keider Montero,Jul 21,TOR,5.333333333333333,3,3.78,0.204,6.91
Keider Montero,Jul 26,MIN,5.0,5,4.47,0.213,6.43
Keider Montero,Aug 1,KCR,7.0,3,3.04,0.194,5.97
Keider Montero,Aug 6,SEA,6.0,8,5.73,0.268,7.31
Keider Montero,Aug 11,SFG,5.0,2,3.46,0.24,6.67
Keider Montero,Aug 17,NYY,5.0,5,4.74,0.212,7.39
Keider Montero,Aug 23,CHW,5.0,4,4.91,0.239,7.07
Keider Montero,Aug 29,LAA,5.0,5,4.58,0.237,8.31
Keider Montero,Sep 4,SDP,4.333333333333333,2,3.24,0.177,6.66
Keider Montero,Sep 10,COL,9.0,5,4.93,0.268,6.67
Keider Montero,Sep 15,BAL,5.0,1,2.3,0.22,5.4
Keider Montero,Sep 20,BAL,4.666666666666667,7,5.13,0.22,6.43
Keider Montero,Sep 25,TBR,2.6666666666666665,2,2.26,0.247,5.96
Keider Montero,Sep 29,CHW,3.0,2,2.77,0.239,6.29
Randy VÃ¡squez,Apr 20,TOR,5.0,3,2.57,0.204,5.4
Randy VÃ¡squez,Apr 25,COL,2.6666666666666665,2,1.46,0.268,5.87
Randy VÃ¡squez,May 7,CHC,4.333333333333333,6,4.9,0.223,8.25
Randy VÃ¡squez,May 13,COL,3.6666666666666665,0,1.47,0.268,6.32
Randy VÃ¡squez,May 20(2),ATL,6.0,2,2.72,0.241,5.4
Randy VÃ¡squez,Jun 1,KCR,5.0,5,4.42,0.194,6.23
Randy VÃ¡squez,Jun 6,ARI,6.666666666666667,3,3.5,0.201,5.61
Randy VÃ¡squez,Jun 11,OAK,5.0,5,4.23,0.249,5.13
Randy VÃ¡squez,Jun 17,PHI,4.333333333333333,2,2.47,0.222,5.67
Randy VÃ¡squez,Jun 22,MIL,5.0,3,3.53,0.237,6.23
Randy VÃ¡squez,Jun 28,BOS,4.0,1,1.71,0.254,5.04
Randy VÃ¡squez,Jul 5,ARI,6.333333333333333,6,5.38,0.201,6.2
Randy VÃ¡squez,Jul 14,ATL,5.0,5,4.57,0.241,6.2
Randy VÃ¡squez,Jul 23,WSN,6.0,1,1.62,0.204,5.47
Randy VÃ¡squez,Jul 28,BAL,2.0,2,2.12,0.22,5.79
Randy VÃ¡squez,Aug 2,COL,5.0,4,3.35,0.268,6.66
Randy VÃ¡squez,Aug 8,PIT,5.666666666666667,3,2.87,0.248,5.7
Randy VÃ¡squez,Aug 26,STL,6.0,2,2.7,0.216,4.38
Randy VÃ¡squez,Aug 31,TBR,4.333333333333333,3,2.7,0.247,5.48
Randy VÃ¡squez,Sep 28,ARI,6.0,4,3.56,0.201,5.33
Edward Cabrera,Apr 15,SFG,6.0,10,5.36,0.24,15.0
Edward Cabrera,Apr 21,CHC,5.0,7,3.19,0.223,13.91
Edward Cabrera,Apr 27,WSN,4.333333333333333,4,3.32,0.204,12.33
Edward Cabrera,May 2,COL,4.0,9,8.02,0.268,13.97
Edward Cabrera,May 7,LAD,2.0,1,1.98,0.214,13.08
Edward Cabrera,Jul 7,CHW,3.6666666666666665,4,5.63,0.239,11.84
Edward Cabrera,Jul 13,CIN,3.3333333333333335,7,6.91,0.244,12.98
Edward Cabrera,Jul 19,NYM,4.666666666666667,1,2.1,0.224,11.21
Edward Cabrera,Jul 24,BAL,5.333333333333333,6,4.79,0.22,9.0
Edward Cabrera,Jul 30,TBR,5.0,7,7.09,0.247,10.23
Edward Cabrera,Aug 4,ATL,5.0,8,7.01,0.241,11.19
Edward Cabrera,Aug 9,SDP,7.0,4,4.07,0.177,8.67
Edward Cabrera,Aug 14,PHI,4.0,2,2.65,0.222,9.23
Edward Cabrera,Aug 20,ARI,6.0,3,3.63,0.201,8.0
Edward Cabrera,Aug 26,COL,5.333333333333333,8,7.7,0.268,8.23
Edward Cabrera,Aug 31,SFG,5.333333333333333,3,5.56,0.24,6.51
Edward Cabrera,Sep 8,PHI,7.0,6,4.85,0.222,7.16
Edward Cabrera,Sep 13,WSN,6.0,9,3.8,0.204,8.8
Edward Cabrera,Sep 19,LAD,2.3333333333333335,3,2.81,0.214,10.04
Edward Cabrera,Sep 25,MIN,5.0,5,3.99,0.213,9.12
Gerrit Cole,Jun 19,BAL,4.0,5,6.81,0.22,11.25
Gerrit Cole,Jun 25,NYM,4.0,0,5.64,0.224,5.62
Gerrit Cole,Jun 30,TOR,5.0,6,5.75,0.204,7.62
Gerrit Cole,Jul 6,BOS,4.333333333333333,8,7.04,0.254,9.87
Gerrit Cole,Jul 12,BAL,6.0,7,6.69,0.22,10.03
Gerrit Cole,Jul 19,TBR,6.0,8,6.88,0.247,10.3
Gerrit Cole,Jul 24,NYM,5.666666666666667,4,5.21,0.224,11.0
Gerrit Cole,Aug 4,TOR,5.666666666666667,4,5.03,0.204,10.08
Gerrit Cole,Aug 10(2),TEX,5.333333333333333,10,8.72,0.212,10.36
Gerrit Cole,Aug 16,DET,6.0,8,7.46,0.243,10.67
Gerrit Cole,Aug 22,CLE,6.0,2,3.01,0.202,8.79
Gerrit Cole,Aug 27,WSN,5.0,7,7.14,0.204,9.96
Gerrit Cole,Sep 2,TEX,6.0,9,8.07,0.212,11.44
Gerrit Cole,Sep 8,CHC,6.0,7,6.85,0.223,10.24
Gerrit Cole,Sep 14,BOS,4.333333333333333,2,4.17,0.254,8.89
Gerrit Cole,Sep 20,OAK,9.0,7,7.06,0.249,9.49
Gerrit Cole,Sep 26,BAL,6.666666666666667,5,4.65,0.22,8.44
Dane Dunning,Apr 1,TBR,6.333333333333333,7,6.95,0.247,9.95
Dane Dunning,Apr 7,HOU,6.666666666666667,7,6.96,0.193,9.69
Dane Dunning,Apr 12,HOU,5.0,3,3.34,0.193,8.5
Dane Dunning,Apr 17,DET,5.0,5,4.5,0.243,8.61
Dane Dunning,Apr 23,SEA,4.333333333333333,7,5.87,0.268,9.55
Dane Dunning,Apr 28,CIN,5.333333333333333,10,8.24,0.244,10.94
Dane Dunning,May 4,KCR,4.666666666666667,4,4.28,0.194,10.73
Dane Dunning,May 22,PHI,3.3333333333333335,4,3.46,0.222,11.91
Dane Dunning,May 29,ARI,5.0,6,5.54,0.201,12.31
Dane Dunning,Jun 4,DET,5.0,4,5.67,0.243,10.8
Dane Dunning,Jun 11,LAD,3.6666666666666665,2,2.26,0.214,8.31
Dane Dunning,Jun 16,SEA,4.666666666666667,8,5.3,0.268,9.97
Dane Dunning,Jun 25,MIL,2.3333333333333335,1,1.55,0.237,9.15
Dane Dunning,Jun 29,BAL,1.3333333333333333,1,1.1,0.22,8.47
Dane Dunning,Jul 3,SDP,2.3333333333333335,3,2.65,0.177,9.42
Dane Dunning,Jul 27,TOR,3.0,2,2.64,0.204,9.88
Dane Dunning,Jul 31,STL,1.3333333333333333,0,1.62,0.216,6.1
Dane Dunning,Aug 2,BOS,2.0,1,0.91,0.254,6.3
Dane Dunning,Aug 6,HOU,4.0,2,2.54,0.193,5.68
Dane Dunning,Aug 11,NYY,2.0,1,0.92,0.212,4.38
Dane Dunning,Aug 14,BOS,5.0,3,3.59,0.254,4.4
Dane Dunning,Aug 19,PIT,4.0,4,3.43,0.248,5.82
Dane Dunning,Aug 24,CLE,1.0,0,0.59,0.202,5.62
Dane Dunning,Aug 30,OAK,3.0,0,0.74,0.249,4.8
Dane Dunning,Sep 21,SEA,3.6666666666666665,5,3.46,0.268,6.48
Dane Dunning,Sep 28,LAA,1.0,1,0.96,0.237,7.11
Carson Spiers,Apr 9,MIL,4.0,1,3.0,0.237,2.25
Carson Spiers,May 18,LAD,3.0,3,3.56,0.214,5.14
Carson Spiers,May 22,SDP,3.3333333333333335,1,1.58,0.177,4.35
Carson Spiers,May 26,LAD,3.3333333333333335,3,3.15,0.214,5.27
Carson Spiers,Jun 9,CHC,5.666666666666667,7,6.39,0.223,6.98
Carson Spiers,Jun 17,PIT,6.0,5,4.93,0.248,8.02
Carson Spiers,Jun 24,PIT,6.0,5,4.99,0.248,7.77
Carson Spiers,Jun 29,STL,6.0,4,4.61,0.216,8.0
Carson Spiers,Jul 5,DET,4.666666666666667,3,4.03,0.243,7.62
Carson Spiers,Jul 12,MIA,5.0,9,7.68,0.233,8.46
Carson Spiers,Jul 29,CHC,5.0,4,5.17,0.223,8.44
Carson Spiers,Aug 4,SFG,5.666666666666667,5,5.69,0.24,8.54
Carson Spiers,Aug 9,MIL,5.0,7,6.8,0.237,9.95
Carson Spiers,Aug 14,STL,2.6666666666666665,4,3.4,0.216,11.19
Carson Spiers,Aug 20,TOR,4.333333333333333,3,3.43,0.204,9.13
Carson Spiers,Aug 25,PIT,4.0,1,3.24,0.248,8.31
Carson Spiers,Aug 30(2),MIL,2.0,3,3.09,0.237,9.0
Carson Spiers,Sep 2,HOU,2.3333333333333335,2,2.03,0.193,7.63
Carson Spiers,Sep 7,NYM,3.0,4,3.85,0.224,7.47
Carson Spiers,Sep 12,STL,2.6666666666666665,4,3.85,0.216,9.0
Carson Spiers,Sep 17,ATL,3.0,0,2.01,0.241,9.0
Carson Spiers,Sep 24,CLE,4.0,2,2.56,0.202,7.2
Justin Verlander,Apr 19,WSN,6.0,4,3.52,0.204,6.0
Justin Verlander,Apr 25,CHC,4.333333333333333,7,3.72,0.223,9.58
Justin Verlander,May 1,CLE,7.0,2,3.29,0.202,6.75
Justin Verlander,May 7,NYY,5.0,2,2.45,0.212,6.04
Justin Verlander,May 12,DET,7.0,8,6.42,0.243,7.06
Justin Verlander,May 18,MIL,4.666666666666667,3,3.15,0.237,7.07
Justin Verlander,May 24,OAK,6.0,9,7.81,0.249,7.28
Justin Verlander,May 29,SEA,7.0,9,8.66,0.268,9.4
Justin Verlander,Jun 3,STL,5.0,4,3.95,0.216,10.01
Justin Verlander,Jun 9,LAA,5.0,3,3.79,0.237,9.11
Justin Verlander,Aug 21,BOS,5.0,6,5.85,0.254,9.96
Justin Verlander,Aug 27,PHI,5.0,3,3.54,0.222,8.33
Justin Verlander,Sep 2,CIN,4.666666666666667,3,4.49,0.244,6.93
Justin Verlander,Sep 8,ARI,3.0,0,1.17,0.201,5.96
Justin Verlander,Sep 14,LAA,5.0,2,3.11,0.237,5.56
Justin Verlander,Sep 20,LAA,4.666666666666667,4,3.6,0.237,4.84
Justin Verlander,Sep 28,CLE,6.0,5,4.28,0.202,5.4
Yoshinobu Yamamoto,Mar 21,SDP,1.0,2,3.77,0.177,18.0
Yoshinobu Yamamoto,Mar 30,STL,5.0,5,6.73,0.216,10.5
Yoshinobu Yamamoto,Apr 6,CHC,5.0,8,8.0,0.223,12.27
Yoshinobu Yamamoto,Apr 12,SDP,5.0,6,6.63,0.177,11.81
Yoshinobu Yamamoto,Apr 19,NYM,6.0,9,8.36,0.224,12.27
Yoshinobu Yamamoto,Apr 25,WSN,6.0,7,6.34,0.204,11.67
Yoshinobu Yamamoto,May 1,ARI,6.0,5,5.76,0.201,11.25
